filename,country,iso,lat,lng,fold,country_index,a,b,c,coarse,fine,combination_covered,combination_oracle_km,fine_oracle_km,nearest_prototype_oracle_km
031de3dea94b44bd99a7730837ad0bc0.jpg,Germany,DE,52.249845,7.641704,0,1,12,13,20,8,34,True,76.42783090809476,71.77514795842632,44.19239124409506
034522568c2b4a1aa0ee9d3cfcd16ceb.jpg,Sweden,SE,55.617004,14.199052,0,10,86,123,184,65,212,True,39.40319828602817,39.40319828602817,39.40319828602817
034a22002d0d414e9147a873a065d059.jpg,Poland,PL,51.29785,22.142687,0,9,73,108,176,54,194,True,17.10478719403919,37.4925895150806,17.104787194302645
038210b687c94694ac5bccdc77a48f61.jpg,Poland,PL,54.729503,18.23875,0,9,76,114,164,58,183,True,33.728646980241514,36.500128144475326,33.728646980241514
03873c399ab0473898be6b7749405297.jpg,United_Kingdom,GB,58.062623,-5.016091,0,5,42,62,92,32,118,True,2.013932611860723,43.1950480255736,2.013932611860723
039af00417e34a63a272eef398da30ea.jpg,Italy,IT,44.415407,12.030543,0,7,62,94,141,45,159,True,78.46543896316845,98.99555865601609,78.46543896316845
03afa1a25f3740b28637e64ffd368af2.jpg,Germany,DE,53.454319,8.344698,0,1,10,22,25,7,36,True,27.086225901391064,33.13692880237854,27.086225901391064
03f24504e5654a91bb92a7d4fe8845cb.jpg,Germany,DE,53.439991,8.340358,0,1,10,22,25,7,36,True,26.085491793469284,31.91057158056248,26.085491793296534
041706580b224db6866e3b762fc2bf72.jpg,Finland,FI,62.530215,28.540799,0,3,28,37,58,21,61,True,35.97149479939728,72.81361223858606,28.80504072810324
04267539a7b64e52bb6bc5eb0180fdbf.jpg,Spain,ES,39.485393,3.158413,0,2,21,33,39,12,42,True,9.111587361474824,9.327115382919846,9.111587361474824
042ebf6ccf084d6eb0d8dc69c49cd455.jpg,Spain,ES,40.05615,-3.071862,0,2,18,34,51,13,51,True,85.15462203223053,109.00564715817427,85.15462203223053
044d2f201efe46409ea542a3f80be7a3.jpg,Italy,IT,46.640468,11.686222,0,7,61,89,128,45,141,True,76.41041842668729,48.774635728669175,76.41041842662831
0457cf63deb04551bdae61b497339dad.jpg,Turkey,TR,36.901781,28.273484,0,11,94,134,211,70,223,True,66.93437507578061,26.319196810802133,66.86830301612066
045cf067c8d54f42800e777f015cba32.jpg,Poland,PL,49.3573,19.036121,0,9,72,110,177,55,189,True,55.31911277780246,82.61212390783047,55.31911277788392
047473be4af246d6b0657e021857c584.jpg,Italy,IT,44.559117,7.160927,0,7,57,84,127,44,152,True,62.610762239398575,60.20312495635464,62.61076223954253
04d131ec538b46ba8d68de0af396242e.jpg,Belarus,BY,55.16685,30.316846,0,0,5,5,0,2,17,True,28.05318099433468,23.541187274236655,28.05318099433468
051ed89945584dbc845e74defa7874cc.jpg,Finland,FI,63.536019,25.748219,0,3,27,47,69,23,64,True,13.237912170648585,55.532021636600156,13.237912170648585
0552a2f3597b41e4acb8c7dc460ce711.jpg,Norway,NO,64.702727,14.059561,0,8,67,98,152,52,164,True,30.01934339952959,30.848508563349366,30.01934339952959
0562251be34d4897bb2713ade1341d3e.jpg,Belarus,BY,55.015351,29.406464,0,0,5,5,3,2,17,True,30.62273742648199,42.74130072637842,30.62273742648199
057da527503d45cfb5bab9d39611fa09.jpg,Poland,PL,51.654388,21.585578,0,9,73,112,176,54,194,True,13.425008884426768,18.353313826799557,13.425008885098107
05b366f380de4e16af0834b45f54d98f.jpg,Iceland,IS,65.074921,-21.107756,0,6,53,81,124,38,126,True,12.177299962742431,26.745206387516454,12.177299962742431
05b6baac717a46eb9a409a5cb5d3e7f3.jpg,Italy,IT,36.82738,14.532361,0,7,56,88,126,42,143,True,20.107394828197084,20.107394828197084,20.107394828197084
05c63dc4e02f49548153607818e61714.jpg,Germany,DE,47.517677,10.287084,0,1,14,14,28,6,21,True,51.57648378321626,53.298916519378004,51.57648378321626
05f96720d56a426e98f1731fa86088fb.jpg,Italy,IT,40.170046,18.465592,0,7,59,90,142,46,147,True,61.85281817030246,61.85281817030246,61.85281817030246
061c47e7b5f8422a9eabd8bce82ce7e8.jpg,Finland,FI,65.875342,25.589188,0,3,26,42,60,22,70,True,31.4518573322967,31.451857332439978,31.4518573322967
06213ba7082d4e4c9bfe58075df5ecdb.jpg,Poland,PL,54.327182,17.281965,0,9,76,114,164,58,195,True,46.645460274406226,8.815976935717426,38.247222811476384
062ba9f2d82841ec93fc441df69677e2.jpg,France,FR,44.650906,2.271396,0,4,36,49,79,25,85,True,47.04434656777761,27.95146328278044,38.577102448232466
0660a5f1d0ab4494b248f4266126f7e9.jpg,Germany,DE,52.429465,7.036078,0,1,12,13,20,8,34,True,92.03233759801137,86.01354342027842,10.946933320868729
067095dd704b4b368d3e489913525b8a.jpg,Iceland,IS,65.204165,-13.814302,0,6,50,76,114,40,138,True,23.682691050238347,31.38966673031114,23.682691050238347
0676cc142ee94ff4a8fe5e890db0a351.jpg,Turkey,TR,39.904398,42.342804,0,11,90,142,213,66,226,True,108.82974461617492,108.82974461625771,70.72361264831774
067ae679d02f4287bda87f93198b1cd6.jpg,Poland,PL,51.503922,23.561949,0,9,73,108,171,54,191,True,32.7254509197093,61.60960728466364,32.7254509197093
068510bd864f4ff2b465cb110c24e44e.jpg,Iceland,IS,65.771567,-17.177925,0,6,55,72,121,37,133,True,5.538310003477356,5.538310003477356,5.538310003477356
0693de559a1f4e60a4c7e7ea619de42f.jpg,Iceland,IS,65.99501,-17.378977,0,6,55,72,121,37,133,True,21.109516726913782,21.109516726700303,21.109516726700303
06b275171c56453aba2b0f0db055965b.jpg,Turkey,TR,40.101248,31.548031,0,11,92,133,214,68,220,True,127.22245256113949,97.0508090587231,22.42838219730639
07407d6170c842ff8633e059613ed804.jpg,Belarus,BY,53.399106,27.105411,0,0,0,11,2,5,11,True,9.636007737231903,24.301691779763217,9.636007737699563
07458b25a7044a7fb0d6c07f14d72810.jpg,Iceland,IS,64.909716,-23.795982,0,6,53,73,115,38,124,True,9.110350416971356,9.110350416971356,9.110350416971356
078236cc48044df7923c03df10a0cabe.jpg,Germany,DE,51.960149,9.088797,0,1,12,13,34,8,39,True,39.25208188869037,45.56573183972538,39.25208188857556
07df25b84a9548328ffb16c096efdb55.jpg,France,FR,43.630315,-0.931072,0,4,36,55,86,25,93,True,61.23865159322602,57.991887659201154,61.23865159322602
07e09c7c49ce481f8e49b217f1d20617.jpg,United_Kingdom,GB,54.630499,-5.784231,0,5,41,65,93,31,105,True,44.73857645287045,44.73857645287045,44.73857645287045
07eb572d9b384b6cbe4cee9fe9b1dd00.jpg,Italy,IT,36.815249,15.069422,0,7,56,88,126,42,143,True,38.44584539463214,38.44584539463214,38.44584539463214
07fdc0a3ad394e6e92290c39c9278332.jpg,France,FR,43.697254,6.851151,0,4,32,50,80,28,86,True,69.44113350377211,38.31394099930299,69.4411335037072
081a65cc23014d8b877041aa86ef88a2.jpg,Belarus,BY,54.654211,25.991482,0,0,0,6,6,5,4,True,30.45845913375342,41.028860123344295,30.458459133605466
0851331bf1014e9c9f758a4be29563bc.jpg,Spain,ES,39.636156,2.650821,0,2,21,33,39,12,42,True,40.943741397847724,42.333097270916696,40.943741397737654
085bf54b476d454b988952c0ce641fc2.jpg,United_Kingdom,GB,53.547693,-0.01455,0,5,43,71,95,33,110,True,47.05608969748888,53.296132156791515,47.056089697680406
0873d00a658c4c1298f52456effdfeeb.jpg,Italy,IT,45.186569,11.238827,0,7,61,89,141,45,159,True,14.46845602406896,14.112216529199314,14.46845602406896
0888345ae8664ac9b29d053585a8fa68.jpg,Norway,NO,64.743564,12.846071,0,8,67,98,152,52,164,True,32.69441645550323,30.61656644813821,32.69441645550323
08a1453036f94a9887a0a8ce62a226e8.jpg,United_Kingdom,GB,56.98482,-4.873062,0,5,47,66,106,32,115,True,56.31938583077382,57.248421647843976,56.31938583077382
08b0bcc485d345e6b1a464052512d97a.jpg,Italy,IT,44.630656,12.240758,0,7,62,94,141,45,159,True,93.93436753794916,96.90467137702272,93.93436753794916
08be0ea1af9143899029ca76a7328c36.jpg,Poland,PL,53.036349,17.428155,0,9,75,116,174,58,186,False,32.980771544506794,50.46734275350672,11.320592857626714
08c327273339458e99658b64b96ee7d6.jpg,Italy,IT,37.338032,15.041791,0,7,56,88,126,42,143,True,52.48270758234205,52.48270758234205,51.01321957466242
08f81d5b8ef944f0a6fd6b0dd85fde4e.jpg,Turkey,TR,36.838576,35.627548,0,11,89,135,198,69,222,True,12.117017638908786,14.64813704457421,12.117017639652593
091b9952f1714d638b537fa2ff6d1153.jpg,Iceland,IS,65.429899,-20.592736,0,6,48,81,108,39,134,True,9.01335857854856,19.919569999001105,9.01335857854856
0921848fae494c73b87e661567872aa9.jpg,France,FR,48.358327,3.984238,0,4,38,48,87,29,98,True,56.97808099282849,85.96881392703641,43.678514783671005
0933fe88fc53443489a88c553c0a69d7.jpg,Turkey,TR,37.110762,30.616313,0,11,94,134,202,70,229,True,19.727623007581407,24.96664975681591,19.727623007581407
096c28b6bfd24895b1e7b5a798359304.jpg,Belarus,BY,55.316826,29.447743,0,0,5,5,3,2,17,True,12.081633413199754,34.02434446223287,12.081633413572748
097943d29b294cd0bc4dab8afb128c04.jpg,Turkey,TR,39.227694,33.030882,0,11,92,143,209,68,238,True,22.763922887265526,59.56325240890929,22.763922887463487
0989cb2a60184aeb9a3553303a95fc9a.jpg,Sweden,SE,60.080713,16.013748,0,10,85,122,183,60,210,True,70.15688143311193,73.57801197014967,27.85171439302724
09a1b6fd80274a3898648e5384f56075.jpg,Germany,DE,51.788599,12.82498,0,1,13,12,22,9,35,True,78.74323242085241,24.114888052354534,34.80474821592143
09ae5e5717b3459f8e36bda782ba6032.jpg,Germany,DE,50.497641,12.974836,0,1,8,12,29,11,26,True,27.56051553145544,48.45626998652222,27.56051553145544
09c2b2161fb1443d9e1e37d46066dd9d.jpg,Iceland,IS,64.369062,-15.312567,0,6,54,74,119,40,121,True,10.651423216177111,17.162539459997333,10.651423216177111
09e592829b1d4b7d951cecbfc69ef90b.jpg,United_Kingdom,GB,50.59528,-4.745895,0,5,40,60,103,30,112,True,21.42035889057806,21.32985260455435,21.42035889057806
0a8fc2744333480ba277d7172bd16f03.jpg,Turkey,TR,38.416976,43.233638,0,11,90,142,208,66,221,True,35.64835739099184,40.21685208160257,35.64835739111825
0a9e4bfb45c74d69afa1595cb75794b4.jpg,United_Kingdom,GB,58.514496,-6.259057,0,5,42,62,102,32,109,True,22.8571372631729,75.22055007215538,22.8571372631729
0aa1c10cee0449919576a351ab492229.jpg,Norway,NO,64.643619,13.837867,0,8,67,98,152,52,164,True,26.295743270945305,26.177910979395673,26.295743270945305
0aa4ffe4e3f844d596c65d3336536344.jpg,United_Kingdom,GB,50.466304,-4.700678,0,5,40,60,103,30,112,True,13.342730387942012,13.032204255489459,13.342730387942012
0ab06fd094e4402e9e9332dbcaee7d96.jpg,Iceland,IS,63.456382,-18.634777,0,6,51,80,120,36,120,True,13.160621915949017,12.629640173303041,13.160621915606603
0ab351d2784b4c0a8600d942274821b3.jpg,Belarus,BY,52.887352,30.670181,0,0,2,2,11,3,9,True,28.07672381393965,6.5326178747405725,5.441388568795311
0ad3f7b27f734671b94f5685342683be.jpg,United_Kingdom,GB,56.189525,-3.204667,0,5,45,68,97,34,106,True,34.47520628640883,64.41474632137479,34.475206286539546
0ad57f08cbdd480a898fa35bbb967b36.jpg,Finland,FI,65.81924,26.549113,0,3,26,41,60,22,76,False,28.137172852271487,64.39738325322696,34.608814064381534
0aec1cd7de6744e0ad957b6a199dbc84.jpg,Germany,DE,51.734504,9.775652,0,1,12,21,34,11,38,True,16.45628364796467,55.33379002820355,16.45628364796467
0aeefa2e3da14ecc91c0476bf92eb341.jpg,Belarus,BY,51.694168,29.13805,0,0,7,4,16,1,6,True,23.08338831774031,18.954390180422088,23.08338831774031
0af6e0b5482745168dc2fa8f5725edbc.jpg,Finland,FI,67.077335,26.562892,0,3,26,36,54,20,63,False,29.07550557767449,57.03632267499064,56.97932095912489
0afc823f538844a1a3ccf522b0ec62a2.jpg,United_Kingdom,GB,53.782007,-2.711086,0,5,43,70,98,33,114,True,5.795817101670773,22.90212440556117,5.795817101670773
0b047691aaa54880bf4aa851d2e6eca2.jpg,United_Kingdom,GB,52.434806,1.466523,0,5,46,63,90,35,100,True,70.36621994128258,32.13494992637852,70.36621994134663
0b3fbc45dead4f8a9942b65b5929235e.jpg,Turkey,TR,39.113367,35.665832,0,11,93,143,210,71,225,True,35.77426356804197,38.28298462052916,35.774263568293904
0b526a2aff29442ab50b46210a9a8cb5.jpg,United_Kingdom,GB,59.025661,-3.272149,0,5,42,67,100,32,108,True,72.73070815325815,46.902744001699276,72.73070815325815
0b7afd8b5db04ae68eb5410a8899b85b.jpg,Italy,IT,45.411884,7.687384,0,7,57,84,127,44,152,True,82.73813827994671,86.41527032774484,82.73813828000118
0b89b2882bf7436e8eca0440582e0a49.jpg,United_Kingdom,GB,60.776725,-0.826717,0,5,42,67,100,32,108,True,164.96103677126587,191.41835913054473,164.96103677126587
0ba5031a0621437f9f35df96b2f63764.jpg,France,FR,50.377558,2.089803,0,4,34,52,84,27,95,True,59.21892098216118,6.793269463525234,59.21892098208508
0beed69c7baa43af836c3e9550a57e89.jpg,Sweden,SE,65.635883,19.671551,0,10,83,129,197,61,209,True,13.737187813305235,23.320636708893087,13.737187813305235
0bf728691c3e408e934b2f2c1efddb78.jpg,Italy,IT,39.605362,16.679942,0,7,59,93,130,46,149,True,61.9891563148413,77.18158691906811,61.989156314914005
0c0be5e4b92146a58350ea47671587d4.jpg,Norway,NO,68.227348,17.441107,0,8,68,103,161,49,161,True,70.10089784598912,70.26852617195445,70.10089784598912
0c4d978580384ea397396cf93c9c9fc9.jpg,Germany,DE,49.205723,7.076011,0,1,11,20,32,10,23,True,114.92358840549757,111.34349344917383,75.14363682824039
0c67ae13e314430aa3fba65cd6a9834f.jpg,Sweden,SE,65.6474,19.698702,0,10,83,129,197,64,209,True,11.958056893458256,25.106770224728503,11.958056893458256
0c72149df74043318248fe18bf1b8f07.jpg,Italy,IT,41.090086,9.234108,0,7,60,85,133,43,142,True,18.402249383105403,18.402249383105403,18.402249383105403
0c8cb221476145e99cd2214b58892ebb.jpg,Finland,FI,61.473663,24.321437,0,3,24,46,68,19,62,True,26.22417330573664,37.63943980710928,26.224173305908483
0cab38b04be143e3b68e1e00185ff1d1.jpg,Finland,FI,62.924687,21.745879,0,3,29,39,61,23,66,True,31.402131716859408,35.78643752697217,31.402131716859408
0cd592f90b2347c7881e892b18d071d0.jpg,France,FR,43.699774,4.537026,0,4,32,50,80,28,92,True,118.09640627504565,65.71787818090998,42.80869985245734
0d3cf4a38f3a45008a4ac6d8ccdc10fa.jpg,United_Kingdom,GB,54.419356,-3.080131,0,5,45,64,98,34,116,True,14.640788762429866,43.52373656393922,14.64078876212207
0d3d4026bde849df9389669d216d446e.jpg,Turkey,TR,38.607953,41.150279,0,11,91,138,199,66,232,True,63.18630283867475,63.186302838746066,63.18630283860343
0d63848f9a6341d381bdcee6e75004ef.jpg,Sweden,SE,67.423026,22.42199,0,10,84,130,188,64,206,True,74.0307839142367,99.59405707560721,74.03078391429756
0d92a782a296458aa3523db4508a3250.jpg,Poland,PL,50.638338,18.479008,0,9,77,110,167,59,188,True,8.882036435233605,6.029823838936681,8.882036435233605
0d9ed343104c4f58be80b1b9c4182c89.jpg,Turkey,TR,39.559239,40.033464,0,11,95,132,203,66,224,True,64.97453007961526,78.1729334972225,64.97453007947655
0d9fe9dddb434f9c80de31877b94a9b2.jpg,Italy,IT,43.80519,10.722652,0,7,62,94,138,44,154,True,6.3095342416714235,22.109246846467514,6.3095342416714235
0dbf5964fd334ed7af85de2e3434cd78.jpg,Iceland,IS,65.89799,-18.067247,0,6,55,82,112,39,128,True,24.424752178259954,35.294548353354344,24.424752178444454
0dc35990126c49408a55bdd131aa7c1c.jpg,Finland,FI,64.224445,29.361985,0,3,31,40,57,18,69,True,32.60544369037832,21.98855564446556,32.60544369037832
0dc41582c308419d9c2247fa71e2ffd1.jpg,Turkey,TR,40.993334,37.875734,0,11,95,136,203,71,234,True,59.43906046309148,93.44668527485508,59.439060463015664
0dd289bf834a456797b665980a7915f7.jpg,France,FR,47.969257,2.169446,0,4,39,57,74,27,84,True,52.7055335568588,40.9525452544346,48.47222271100712
0ddae775a65a47e5ae08e3d88bcd724a.jpg,Sweden,SE,63.809388,14.385587,0,10,82,126,192,62,203,True,63.336012498668765,54.60084913154688,63.33601249859761
0ddb618eb4ee47e48ccd6563369a0eba.jpg,Belarus,BY,51.992676,30.469642,0,0,2,2,9,1,18,True,53.53816145070195,25.059239828705635,34.74741742025085
0de387c61ad942608c9e043aba0eb2e8.jpg,Belarus,BY,52.740559,30.777972,0,0,2,2,11,1,9,True,10.630947456553656,15.557178999931867,10.630947456553656
0dfdabdcf0cf4487881f5c67963c44fb.jpg,Belarus,BY,54.090335,28.270595,0,0,0,7,1,5,10,True,28.32662540669141,26.284621267246106,28.32662540669141
0e22c3256a7f4ecfa30298161e339fda.jpg,Germany,DE,50.402256,8.233741,0,1,11,20,32,8,30,True,78.13735368520099,52.66031631084547,53.84225954396439
0e24931aaa6a4fb9b95dedead3095361.jpg,Sweden,SE,67.844216,20.40036,0,10,84,130,188,64,206,True,23.532595211156977,13.041453682729445,23.53259521134847
0e32d091580140c5bd99315d84ecbfde.jpg,United_Kingdom,GB,50.128064,-5.566661,0,5,40,60,91,30,102,True,27.051517201698314,26.54434319245372,27.051517201698314
0e39957bedb745a6baa2eba6675edcc4.jpg,France,FR,44.415,5.676949,0,4,32,50,80,28,92,True,72.40570075480638,87.8735943439475,72.40570075486863
0e4c3f605f5847949a5a548530eef768.jpg,Finland,FI,63.017775,29.71258,0,3,31,37,71,21,72,True,26.631422418513644,20.675249986117645,24.76693971675701
0e51f7adc09f4118a7f328ecd0f4dd0e.jpg,Italy,IT,40.977626,14.846478,0,7,58,95,137,46,153,True,32.09312859236376,26.957857243576754,32.09312859236376
0e7251646da247888031f56b22277969.jpg,Italy,IT,45.709286,9.873363,0,7,61,89,132,44,145,True,87.1644197325293,71.88889585634607,16.539116465047442
0e7589d51d8444c4a1ec3fd448bfe233.jpg,Poland,PL,51.448208,22.497414,0,9,73,108,176,54,194,True,22.250161181108087,53.625276400053146,22.25016118131062
0e9cfb53411c4cbbbca8d17f78910a51.jpg,Iceland,IS,65.723605,-14.778215,0,6,50,79,113,37,136,True,11.93110184011561,12.91546296565497,11.93110184011561
0edfdadbbeea48b6ab4cb7ca42f2dc1b.jpg,Sweden,SE,58.994291,16.608067,0,10,85,122,196,60,218,True,14.2629297889534,23.669473142062994,14.26292978863745
0ef93e2fe50b4be2b7112a87d0aae833.jpg,Norway,NO,58.902235,6.855525,0,8,65,107,149,48,177,True,61.780019333544296,63.022319220179256,52.49984276109301
0f0586f2917c4623a38803e4d4cd584d.jpg,France,FR,44.684883,-0.533954,0,4,36,55,86,25,82,True,66.07307452459722,68.67629810585524,25.535189465728124
0f5f53aeaa3a4647a85873d42874ced8.jpg,Spain,ES,39.489617,2.805731,0,2,21,33,39,12,42,True,28.008828643757454,29.694045150610208,28.008828643596566
0facfce8cded4ffeb9a5c0a1d5394d21.jpg,Iceland,IS,64.794654,-14.007301,0,6,50,76,114,40,130,True,27.051034857056575,12.523863170463787,24.28369073854094
0fcf8fc120ce422e8a62cf4ee74cda37.jpg,Belarus,BY,54.185632,28.473198,0,0,0,7,1,5,10,True,23.100695181113036,18.269067950326104,23.100695181113036
0fdfea930cfb4a079c530c39e6d79b81.jpg,United_Kingdom,GB,55.528783,-3.77206,0,5,45,68,105,34,106,True,38.13054481183123,31.79700289257668,38.13054481183123
0ff0c158d00b4c1cb0da72c3ec70d8ff.jpg,Belarus,BY,52.470551,23.641035,0,0,3,3,13,0,5,True,54.33858314803652,42.93772242864705,54.33858314803652
0ff486f5c76c4ae0abd47f8992983fd1.jpg,Finland,FI,61.420121,22.915087,0,3,24,46,63,19,78,True,28.671028044546006,23.895657968309866,28.67102804470318
100f9fdb11654a258be51ab803f32890.jpg,France,FR,46.070583,6.52562,0,4,35,53,83,29,87,True,100.98311238683517,93.22086328666917,78.60501474311204
1036e28d562f4e70ba1bac8d972c5a95.jpg,France,FR,48.431734,-4.535243,0,4,33,51,77,24,81,True,7.88580633418016,7.88580633418016,7.88580633418016
10458cea54e84b62905d630b4b199cda.jpg,Iceland,IS,64.122871,-16.072287,0,6,54,74,110,40,121,True,23.35755967126157,30.06685521007818,23.35755967126157
1050ad2a9c30407cb005d78ff61462c7.jpg,France,FR,41.673453,9.31374,0,4,37,58,76,26,83,True,46.43848542202226,46.43848542202226,46.43848542202226
105acb0b22434bb5b5faef91b9c748a3.jpg,Sweden,SE,65.375874,16.126388,0,10,83,120,195,61,214,True,20.567949901209413,28.90417317477977,20.567949901209413
107e989adaf747e2a63af0379537ff12.jpg,United_Kingdom,GB,54.47734,-5.980135,0,5,41,65,93,31,105,True,37.08755038430572,37.08755038430572,37.08755038430572
1086e7de868e432b90b0da06c0936385.jpg,Poland,PL,50.482034,23.445203,0,9,73,108,163,55,191,True,39.8829969286727,67.98116461726859,39.8829969286727
10e471a767734de3958f515f679239dd.jpg,Turkey,TR,37.664691,39.233626,0,11,91,138,206,66,230,True,41.23989288381838,41.626332176820654,41.23989288381838
10fa8f97a0df4ff987b96c94aa6957b4.jpg,United_Kingdom,GB,58.034006,-5.23537,0,5,42,62,102,32,118,True,57.51127367222063,44.944216322630446,15.29626985139811
110296090d874356b7934e53a13592b7.jpg,Germany,DE,49.26116,9.024749,0,1,14,18,26,10,24,True,41.92833837754836,22.557454723167425,41.92833837754836
1143ddc7ebad4839a50caaac1f40cb26.jpg,Iceland,IS,66.128325,-18.895811,0,6,48,82,112,39,128,True,10.895989611109872,10.671031659500121,10.895989610696292
114c855f17554beeb102c2bceffb1bdf.jpg,Italy,IT,43.594344,10.734146,0,7,62,94,138,44,154,True,17.23912616312097,38.78169286208262,17.23912616312097
117e56030fea49088898c6fd8b8d19b7.jpg,Italy,IT,41.914684,15.138913,0,7,58,95,137,46,158,True,87.14588911386086,78.65792081308281,87.14588911391257
